frame,file_loc,stereo_calib_partners,upper_side,video,category,imgpoints_index,stereo_partner
2820,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2820.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2820, ""imgpoints_index"": 66}]",BC,cam-2_15-17-14-calibration,cb_detected,89,[]
2824,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2824.png,[],BC,cam-2_15-17-14-calibration,cb_detected,90,[]
2832,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2832.png,[],BC,cam-2_15-17-14-calibration,cb_detected,91,[]
2836,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2836.png,[],AB,cam-2_15-17-14-calibration,cb_detected,92,[]
2840,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2840.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2840, ""imgpoints_index"": 67}]",AB,cam-2_15-17-14-calibration,cb_detected,93,[]
2844,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2844.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2844, ""imgpoints_index"": 68}]",AB,cam-2_15-17-14-calibration,cb_detected,94,[]
2848,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2848.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2848, ""imgpoints_index"": 69}]",AB,cam-2_15-17-14-calibration,cb_detected,95,[]
2856,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2856.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2856, ""imgpoints_index"": 71}]",AB,cam-2_15-17-14-calibration,cb_detected,96,[]
132,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_132.png,[],-,cam-2_15-17-14-calibration,original,,[]
136,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_136.png,[],-,cam-2_15-17-14-calibration,original,,[]
140,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_140.png,[],-,cam-2_15-17-14-calibration,original,,[]
144,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_144.png,[],-,cam-2_15-17-14-calibration,original,,[]
148,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_148.png,[],-,cam-2_15-17-14-calibration,original,,[]
152,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_152.png,[],-,cam-2_15-17-14-calibration,original,,[]
156,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_156.png,[],-,cam-2_15-17-14-calibration,original,,[]
160,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_160.png,[],-,cam-2_15-17-14-calibration,original,,[]
164,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_164.png,[],-,cam-2_15-17-14-calibration,original,,[]
168,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_168.png,[],-,cam-2_15-17-14-calibration,original,,[]
172,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_172.png,[],-,cam-2_15-17-14-calibration,original,,[]
176,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_176.png,[],-,cam-2_15-17-14-calibration,original,,[]
180,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_180.png,[],-,cam-2_15-17-14-calibration,original,,[]
184,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_184.png,[],-,cam-2_15-17-14-calibration,original,,[]
188,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_188.png,[],-,cam-2_15-17-14-calibration,original,,[]
192,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_192.png,[],-,cam-2_15-17-14-calibration,original,,[]
196,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_196.png,[],-,cam-2_15-17-14-calibration,original,,[]
200,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_200.png,[],-,cam-2_15-17-14-calibration,original,,[]
204,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_204.png,[],-,cam-2_15-17-14-calibration,original,,[]
208,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_208.png,[],-,cam-2_15-17-14-calibration,original,,[]
212,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_212.png,[],-,cam-2_15-17-14-calibration,original,,[]
216,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_216.png,[],-,cam-2_15-17-14-calibration,original,,[]
220,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_220.png,[],-,cam-2_15-17-14-calibration,original,,[]
224,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_224.png,[],-,cam-2_15-17-14-calibration,original,,[]
228,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_228.png,[],-,cam-2_15-17-14-calibration,original,,[]
232,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_232.png,[],-,cam-2_15-17-14-calibration,original,,[]
236,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_236.png,[],-,cam-2_15-17-14-calibration,original,,[]
240,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_240.png,[],-,cam-2_15-17-14-calibration,original,,[]
244,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_244.png,[],-,cam-2_15-17-14-calibration,original,,[]
248,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_248.png,[],-,cam-2_15-17-14-calibration,original,,[]
252,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_252.png,[],-,cam-2_15-17-14-calibration,original,,[]
256,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_256.png,[],-,cam-2_15-17-14-calibration,original,,[]
260,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_260.png,[],-,cam-2_15-17-14-calibration,original,,[]
264,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_264.png,[],-,cam-2_15-17-14-calibration,original,,[]
268,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_268.png,[],-,cam-2_15-17-14-calibration,original,,[]
272,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_272.png,[],-,cam-2_15-17-14-calibration,original,,[]
276,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_276.png,[],-,cam-2_15-17-14-calibration,original,,[]
280,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_280.png,[],-,cam-2_15-17-14-calibration,original,,[]
284,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_284.png,[],-,cam-2_15-17-14-calibration,original,,[]
288,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_288.png,[],-,cam-2_15-17-14-calibration,original,,[]
292,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_292.png,[],-,cam-2_15-17-14-calibration,original,,[]
296,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_296.png,[],-,cam-2_15-17-14-calibration,original,,[]
300,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_300.png,[],-,cam-2_15-17-14-calibration,original,,[]
304,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_304.png,[],-,cam-2_15-17-14-calibration,original,,[]
308,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_308.png,[],-,cam-2_15-17-14-calibration,original,,[]
312,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_312.png,[],-,cam-2_15-17-14-calibration,original,,[]
316,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_316.png,[],-,cam-2_15-17-14-calibration,original,,[]
320,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_320.png,[],-,cam-2_15-17-14-calibration,original,,[]
324,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_324.png,[],-,cam-2_15-17-14-calibration,original,,[]
328,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_328.png,[],-,cam-2_15-17-14-calibration,original,,[]
332,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_332.png,[],-,cam-2_15-17-14-calibration,original,,[]
336,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_336.png,[],-,cam-2_15-17-14-calibration,original,,[]
340,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_340.png,[],-,cam-2_15-17-14-calibration,original,,[]
344,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_344.png,[],-,cam-2_15-17-14-calibration,original,,[]
1780,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1780.png,[],-,cam-2_15-17-14-calibration,original,,[]
1784,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1784.png,[],-,cam-2_15-17-14-calibration,original,,[]
1788,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1788.png,[],-,cam-2_15-17-14-calibration,original,,[]
1792,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1792.png,[],-,cam-2_15-17-14-calibration,original,,[]
1796,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1796.png,[],-,cam-2_15-17-14-calibration,original,,[]
1800,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1800.png,[],-,cam-2_15-17-14-calibration,original,,[]
1804,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1804.png,[],-,cam-2_15-17-14-calibration,original,,[]
1808,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1808.png,[],-,cam-2_15-17-14-calibration,original,,[]
1812,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1812.png,[],-,cam-2_15-17-14-calibration,original,,[]
1816,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1816.png,[],-,cam-2_15-17-14-calibration,original,,[]
1820,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1820.png,[],-,cam-2_15-17-14-calibration,original,,[]
1824,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1824.png,[],-,cam-2_15-17-14-calibration,original,,[]
1828,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1828.png,[],-,cam-2_15-17-14-calibration,original,,[]
1832,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1832.png,[],-,cam-2_15-17-14-calibration,original,,[]
1836,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1836.png,[],-,cam-2_15-17-14-calibration,original,,[]
1840,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1840.png,[],-,cam-2_15-17-14-calibration,original,,[]
1844,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1844.png,[],-,cam-2_15-17-14-calibration,original,,[]
1848,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1848.png,[],-,cam-2_15-17-14-calibration,original,,[]
1852,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1852.png,[],-,cam-2_15-17-14-calibration,original,,[]
1856,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1856.png,[],-,cam-2_15-17-14-calibration,original,,[]
1860,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1860.png,[],-,cam-2_15-17-14-calibration,original,,[]
1864,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1864.png,[],-,cam-2_15-17-14-calibration,original,,[]
1868,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1868.png,[],-,cam-2_15-17-14-calibration,original,,[]
1872,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1872.png,[],-,cam-2_15-17-14-calibration,original,,[]
1876,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1876.png,[],-,cam-2_15-17-14-calibration,original,,[]
1880,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1880.png,[],-,cam-2_15-17-14-calibration,original,,[]
1884,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1884.png,[],-,cam-2_15-17-14-calibration,original,,[]
1888,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1888.png,[],-,cam-2_15-17-14-calibration,original,,[]
1892,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1892.png,[],-,cam-2_15-17-14-calibration,original,,[]
1896,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1896.png,[],-,cam-2_15-17-14-calibration,original,,[]
1900,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1900.png,[],-,cam-2_15-17-14-calibration,original,,[]
1904,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1904.png,[],-,cam-2_15-17-14-calibration,original,,[]
1908,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1908.png,[],-,cam-2_15-17-14-calibration,original,,[]
1912,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1912.png,[],-,cam-2_15-17-14-calibration,original,,[]
1916,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1916.png,[],-,cam-2_15-17-14-calibration,original,,[]
1920,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1920.png,[],-,cam-2_15-17-14-calibration,original,,[]
1924,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1924.png,[],-,cam-2_15-17-14-calibration,original,,[]
1928,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1928.png,[],-,cam-2_15-17-14-calibration,original,,[]
1932,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1932.png,[],-,cam-2_15-17-14-calibration,original,,[]
1936,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1936.png,[],-,cam-2_15-17-14-calibration,original,,[]
1940,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1940.png,[],-,cam-2_15-17-14-calibration,original,,[]
1944,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1944.png,[],-,cam-2_15-17-14-calibration,original,,[]
1948,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1948.png,[],-,cam-2_15-17-14-calibration,original,,[]
1952,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1952.png,[],-,cam-2_15-17-14-calibration,original,,[]
1956,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1956.png,[],-,cam-2_15-17-14-calibration,original,,[]
1960,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1960.png,[],-,cam-2_15-17-14-calibration,original,,[]
1964,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1964.png,[],-,cam-2_15-17-14-calibration,original,,[]
1968,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1968.png,[],-,cam-2_15-17-14-calibration,original,,[]
1972,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1972.png,[],-,cam-2_15-17-14-calibration,original,,[]
1976,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1976.png,[],-,cam-2_15-17-14-calibration,original,,[]
1980,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1980.png,[],-,cam-2_15-17-14-calibration,original,,[]
1984,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1984.png,[],-,cam-2_15-17-14-calibration,original,,[]
1988,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1988.png,[],-,cam-2_15-17-14-calibration,original,,[]
1992,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1992.png,[],-,cam-2_15-17-14-calibration,original,,[]
1996,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/raw_imgs/cam-2_15-17-14-calibration_1996.png,[],-,cam-2_15-17-14-calibration,original,,[]
